"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"C57BL","Others","processes on vertebrae","PATJ",0.894494916592297
"C57BL","Others","processes on vertebrae","PDE1A",0.612818974321941
"C57BL","Others","processes on vertebrae","PDHX",0.999156269398808
"C57BL","Others","processes on vertebrae","PER2",0.312068356564985
"C57BL","Others","processes on vertebrae","PGAP4",0.190830689937632
"C57BL","Others","processes on vertebrae","PHC3",0.779528495426887
"C57BL","Others","processes on vertebrae","PM20D1",0.787286551672372
"C57BL","Others","processes on vertebrae","PMEPA1",0.335975766668634
"C57BL","Others","processes on vertebrae","PNKD",0.592100342650547
"C57BL","Others","processes on vertebrae","PPIE",0.774089627050046
"C57BL","Others","processes on vertebrae","PPP1R12B",0.434971086239382
"C57BL","Others","processes on vertebrae","PPP1R14D",0.725983949838937
"C57BL","Others","processes on vertebrae","PROK1",0.422699603065552
"C57BL","Others","processes on vertebrae","PTER",0.1875075
"C57BL","Others","processes on vertebrae","PTPRD",0.404734726396912
"C57BL","Others","processes on vertebrae","QSOX2",0.760476598157008
"C57BL","Others","processes on vertebrae","RAPGEF1",0.790384001882725
"C57BL","Others","processes on vertebrae","REG4",0.723363550179725
"C57BL","Others","processes on vertebrae","RGS19",0.650121891922148
"C57BL","Others","processes on vertebrae","RIN2",0.202971527630447
"C57BL","Others","processes on vertebrae","RRBP1",0.824640341478859
"C57BL","Others","processes on vertebrae","RTN4RL2",0.484180053385552
"C57BL","Others","processes on vertebrae","SARDH",0.185553296555965
"C57BL","Others","processes on vertebrae","SCG5",0.887071495309061
"C57BL","Others","processes on vertebrae","SDC3",0.398995420640599
"C57BL","Others","processes on vertebrae","SDHC",0.629488337437429
"C57BL","Others","processes on vertebrae","SERINC2",0.18068092397586
"C57BL","Others","processes on vertebrae","SERPINB3C",0.620081740447539
"C57BL","Others","processes on vertebrae","SLC12A5",0.920179289894793
"C57BL","Others","processes on vertebrae","SLC22A15",0.719434561651494
"C57BL","Others","processes on vertebrae","SLC26A9",0.0970607683126494
"C57BL","Others","processes on vertebrae","SLC2A10",0.84758660857272
"C57BL","Others","processes on vertebrae","SLC9B1",0.680889166247735
"C57BL","Others","processes on vertebrae","SMYD3",0.49719028370887
"C57BL","Others","processes on vertebrae","SNIP1",0.977470858961287
"C57BL","Others","processes on vertebrae","SNRNP200",0.277185070715332
"C57BL","Others","processes on vertebrae","SPACA9",0.19209214813422
"C57BL","Others","processes on vertebrae","SPAG4",0.5356502
"C57BL","Others","processes on vertebrae","SRSF4",0.122185289551517
"C57BL","Others","processes on vertebrae","ST8SIA6",0.905497630738314
"C57BL","Others","processes on vertebrae","STOML2",0.844167833317641
"C57BL","Others","processes on vertebrae","SUMO1",0.121473898778772
"C57BL","Others","processes on vertebrae","TCHHL1",0.894738048724559
"C57BL","Others","processes on vertebrae","TESK2",0.699125141763264
"C57BL","Others","processes on vertebrae","TIPARP",0.735640272690697
"C57BL","Others","processes on vertebrae","TMCC2",0.215415377681583
"C57BL","Others","processes on vertebrae","TMEM163",0.403669137725237
"C57BL","Others","processes on vertebrae","TMEM185B",0.380108611681642
"C57BL","Others","processes on vertebrae","TMEM198",0.619670980338186
"C57BL","Others","processes on vertebrae","TMEM237",0.360861767027772
"C57BL","Others","processes on vertebrae","TMEM35B",0.457981496977775
"C57BL","Others","processes on vertebrae","TNIK",0.44712424406039
"C57BL","Others","processes on vertebrae","TOPORS",0.820915751076455
"C57BL","Others","processes on vertebrae","TRIM14",0.847530166912197
"C57BL","Others","processes on vertebrae","TTI1",0.337844691477392
"C57BL","Others","processes on vertebrae","TTLL11",0.762269215086889
"C57BL","Others","processes on vertebrae","UCHL5",0.889876709540599
"C57BL","Others","processes on vertebrae","UQCRH",0.634564537575761
"C57BL","Others","processes on vertebrae","VWA3B",0.154289302074362
"C57BL","Others","processes on vertebrae","VWC2L",0.423530944143346
"C57BL","Others","processes on vertebrae","XKR4",0.184502588864991
"C57BL","Others","processes on vertebrae","YPEL4",0.2641582
"C57BL","Others","processes on vertebrae","ZCCHC17",0.792249626257946
"C57BL","Others","processes on vertebrae","ZFP704",0.567390784691589
"C57BL","Others","processes on vertebrae","ZGRF1",0.529572713277402
"C57BL","Others","processes on vertebrae","ZHX3",0.369663592748907
"C57BL","Others","processes on vertebrae","ZMYM6",0.2130434
"C57BL","Others","processes on vertebrae","ZNFX1",0.672132384005462
"C57BL","Others","processes on vertebrae","ZRANB2",0.4681467486035
"C57BL","Others","pupil dilation","A830018L16RIK",0.899404386310343
"C57BL","Others","pupil dilation","ACCSL",0.736978943168944
"C57BL","Others","pupil dilation","ACP2",0.406489652676252
"C57BL","Others","pupil dilation","ACTL6A",0.844557568143931
"C57BL","Others","pupil dilation","ACTRT3",0.081986447033439
"C57BL","Others","pupil dilation","ACVR2A",0.690077150484731
"C57BL","Others","pupil dilation","ADAM30",0.789319030638248
"C57BL","Others","pupil dilation","AHDC1",0.2877077
"C57BL","Others","pupil dilation","AMPD2",0.635968541380998
"C57BL","Others","pupil dilation","ANGPTL3",0.682785231530635
"C57BL","Others","pupil dilation","ANKRD60",0.831509506721566
"C57BL","Others","pupil dilation","AP4E1",0.77194321625337
"C57BL","Others","pupil dilation","ARHGAP11A",0.997298423402499
"C57BL","Others","pupil dilation","ARHGEF11",0.297340958793281
"C57BL","Others","pupil dilation","ARID3C",0.904672175126376
"C57BL","Others","pupil dilation","ASXL1",0.558732254727379
"C57BL","Others","pupil dilation","ATXN7L2",0.176571799772375
"C57BL","Others","pupil dilation","B3GALT2",0.554697440832139
"C57BL","Others","pupil dilation","BCAR3",0.126779785067263
"C57BL","Others","pupil dilation","BIRC7",0.769806734316577
"C57BL","Others","pupil dilation","BLZF1",0.223188031162641
"C57BL","Others","pupil dilation","CACNA1S",0.985521505504197
"C57BL","Others","pupil dilation","CAMK1D",0.72760240952808
"C57BL","Others","pupil dilation","CAPN8",0.817604534049386
"C57BL","Others","pupil dilation","CAPZA1",0.6860947
"C57BL","Others","pupil dilation","CCDC93",0.971343664733281
"C57BL","Others","pupil dilation","CCL20",0.430670547732097
"C57BL","Others","pupil dilation","CD84",0.682449109318209
"C57BL","Others","pupil dilation","CDC14A",0.377950213635604
"C57BL","Others","pupil dilation","CDNF",0.865930550574037
"C57BL","Others","pupil dilation","CENPE",0.475867027770915
"C57BL","Others","pupil dilation","CER1",0.955170691136923
"C57BL","Others","pupil dilation","CHRM4",0.921429218956848
"C57BL","Others","pupil dilation","CIMIP2B",0.975730401995169
"C57BL","Others","pupil dilation","CNNM3",0.0498286775874147
"C57BL","Others","pupil dilation","CNOT9",0.292356470537081
"C57BL","Others","pupil dilation","CNR2",0.09627626
"C57BL","Others","pupil dilation","COL16A1",0.552299499155155
"C57BL","Others","pupil dilation","COQ4",0.938498519499147
"C57BL","Others","pupil dilation","CRABP2",0.0447486160591609
"C57BL","Others","pupil dilation","CRACDL",0.601138589736114
"C57BL","Others","pupil dilation","CRYGC",0.977661208301483
"C57BL","Others","pupil dilation","CST9",0.578378126362267
"C57BL","Others","pupil dilation","CSTAD",0.387057723351219
"C57BL","Others","pupil dilation","CTSO",0.616457267013697
"C57BL","Others","pupil dilation","D430041D05RIK",0.543341852295694
"C57BL","Others","pupil dilation","DAPL1",0.875826797859226
"C57BL","Others","pupil dilation","DDX31",0.914458908793255
"C57BL","Others","pupil dilation","DHX35",0.546690770297519
"C57BL","Others","pupil dilation","DNAH7B",0.230686207876181
"C57BL","Others","pupil dilation","DNAJB14",0.822654790140457
"C57BL","Others","pupil dilation","DNER",0.888691108899437
"C57BL","Others","pupil dilation","DPP10",0.83179890114088
"C57BL","Others","pupil dilation","DYTN",0.340076933303754
"C57BL","Others","pupil dilation","ECHDC3",0.48505390113657
"C57BL","Others","pupil dilation","EFCAB2",0.835672731982176
"C57BL","Others","pupil dilation","ENKUR",0.877186719143807
"C57BL","Others","pupil dilation","EXO5",0.864172216122362
"C57BL","Others","pupil dilation","EYA3",0.858719314989541
"C57BL","Others","pupil dilation","FABP3",0.639771752486192
"C57BL","Others","pupil dilation","FAM117B",0.316302943760555
"C57BL","Others","pupil dilation","FASTKD2",0.85631313904319
"C57BL","Others","pupil dilation","FBXO36",0.996359217744344
"C57BL","Others","pupil dilation","FCGR3",0.930003232175094
"C57BL","Others","pupil dilation","FCRLA",0.906052404135403
"C57BL","Others","pupil dilation","FGF7",4.85407058270493e-06
"C57BL","Others","pupil dilation","FOCAD",0.958177405094003
"C57BL","Others","pupil dilation","FOXO1",0.440791469331449
"C57BL","Others","pupil dilation","FREY1",0.826871531034545
"C57BL","Others","pupil dilation","FSBP",0.999611546571217
"C57BL","Others","pupil dilation","GAPVD1",0.998398909495671
"C57BL","Others","pupil dilation","GAR1",0.482161761696788
"C57BL","Others","pupil dilation","GARNL3",0.902175065936239
"C57BL","Others","pupil dilation","GFM1",0.903718200925801
"C57BL","Others","pupil dilation","GPR63",0.841191080636203
"C57BL","Others","pupil dilation","GYG1",0.329143270196717
"C57BL","Others","pupil dilation","GZF1",0.902955985026636
"C57BL","Others","pupil dilation","HPDL",0.317140300239972
"C57BL","Others","pupil dilation","HTR2B",0.506160751672737
"C57BL","Others","pupil dilation","ICOS",0.313247336737773
"C57BL","Others","pupil dilation","IDH3B",0.563738597794819
"C57BL","Others","pupil dilation","IKBKE",0.395872936553941
"C57BL","Others","pupil dilation","IL1RL1",0.48816668267973
"C57BL","Others","pupil dilation","IL2RA",0.923287828899247
"C57BL","Others","pupil dilation","IL36RN",0.715584240289842
"C57BL","Others","pupil dilation","INAVA",0.571827879371385
"C57BL","Others","pupil dilation","INO80D",0.627712171147773
"C57BL","Others","pupil dilation","ITGA8",0.764786903900428
"C57BL","Others","pupil dilation","ITGB6",0.39779099033897
"C57BL","Others","pupil dilation","KANSL1L",0.115807758826975
"C57BL","Others","pupil dilation","KCNB2",0.862529507323574
"C57BL","Others","pupil dilation","KCNH7",0.108475098953233
"C57BL","Others","pupil dilation","KCNJ3",0.4820433
"C57BL","Others","pupil dilation","KCNT1",0.842183544245525
"C57BL","Others","pupil dilation","KIF26B",0.850275100957878
"C57BL","Others","pupil dilation","KLF4",0.21000989934007
"C57BL","Others","pupil dilation","KLHL12",0.693077157602036
"C57BL","Others","pupil dilation","KTI12",0.527367728858692
"C57BL","Others","pupil dilation","LANCL1",0.469651022700461
"C57BL","Others","pupil dilation","LCT",0.5391293
"C57BL","Others","pupil dilation","LDLRAD1",0.79362648235259
"C57BL","Others","pupil dilation","LIPT1",0.501910198262925
"C57BL","Others","pupil dilation","MAP3K20",0.0851866232873779
"C57BL","Others","pupil dilation","MDK",0.790180450858581
"C57BL","Others","pupil dilation","METTL18",0.0511833842921291
"C57BL","Others","pupil dilation","MGME1",0.223862237513235
"C57BL","Others","pupil dilation","MMP16",0.952324292921528
"C57BL","Others","pupil dilation","MNDAL",0.570147460150794
"C57BL","Others","pupil dilation","MPZL1",0.246518321853729
"C57BL","Others","pupil dilation","MROH8",0.395594228070775
"C57BL","Others","pupil dilation","MYO1B",0.655067318031003
"C57BL","Others","pupil dilation","MYO3B",0.0631517690636008
"C57BL","Others","pupil dilation","MYOM3",0.393366922830614
"C57BL","Others","pupil dilation","NAXE",0.997671297269189
"C57BL","Others","pupil dilation","NDUFA10",0.299437211112496
"C57BL","Others","pupil dilation","NDUFB5",0.734534432868451
"C57BL","Others","pupil dilation","NDUFS2",0.523834638928251
"C57BL","Others","pupil dilation","NEK7",0.312107077724714
"C57BL","Others","pupil dilation","NOXA1",0.421688462152001
"C57BL","Others","pupil dilation","NPR2",0.64959387608259
"C57BL","Others","pupil dilation","NSL1",0.1184960221245
"C57BL","Others","pupil dilation","OGFR",0.747517883924572
"C57BL","Others","pupil dilation","OR8H8",0.929279047741983
"C57BL","Others","pupil dilation","ORC3",0.774873493664211
"C57BL","Others","pupil dilation","P2RY14",0.646055364220702
"C57BL","Others","pupil dilation","PABPC4",0.463804477578581
"C57BL","Others","pupil dilation","PANK2",0.149934694801028
"C57BL","Others","pupil dilation","PATJ",0.60541784186219
"C57BL","Others","pupil dilation","PDE1A",0.759845638341744
"C57BL","Others","pupil dilation","PDHX",0.724063505878002
"C57BL","Others","pupil dilation","PER2",0.602799822225176
"C57BL","Others","pupil dilation","PGAP4",0.116234163091209
"C57BL","Others","pupil dilation","PHC3",0.78397456269612
"C57BL","Others","pupil dilation","PM20D1",0.92584431296096
"C57BL","Others","pupil dilation","PMEPA1",0.7452493
"C57BL","Others","pupil dilation","PNKD",0.678637525410583
"C57BL","Others","pupil dilation","PPIE",0.853005948740535
"C57BL","Others","pupil dilation","PPP1R12B",0.849164433709766
"C57BL","Others","pupil dilation","PPP1R14D",0.438079153698398
"C57BL","Others","pupil dilation","PROK1",0.2526204
"C57BL","Others","pupil dilation","PTER",0.249655998107424
"C57BL","Others","pupil dilation","PTPRD",0.886928846363221
"C57BL","Others","pupil dilation","QSOX2",0.157489771385666
"C57BL","Others","pupil dilation","RAPGEF1",0.995841320746869
"C57BL","Others","pupil dilation","REG4",0.999986410589142
"C57BL","Others","pupil dilation","RGS19",0.974147224459325
"C57BL","Others","pupil dilation","RIN2",0.458154953420598
"C57BL","Others","pupil dilation","RRBP1",0.831276600419599
"C57BL","Others","pupil dilation","RTN4RL2",0.460523715267996
"C57BL","Others","pupil dilation","SARDH",0.0542318899999999
"C57BL","Others","pupil dilation","SCG5",0.904311890904049
"C57BL","Others","pupil dilation","SDC3",0.870927450472121
"C57BL","Others","pupil dilation","SDHC",0.162665313548318
"C57BL","Others","pupil dilation","SERINC2",0.966337004779875
"C57BL","Others","pupil dilation","SERPINB3C",0.8255793
"C57BL","Others","pupil dilation","SLC12A5",0.542350191627189
"C57BL","Others","pupil dilation","SLC22A15",0.300808226625085
"C57BL","Others","pupil dilation","SLC26A9",0.692504177573682
"C57BL","Others","pupil dilation","SLC2A10",0.447764858860854
"C57BL","Others","pupil dilation","SLC9B1",0.990572766848179
"C57BL","Others","pupil dilation","SMYD3",0.765247825362602
"C57BL","Others","pupil dilation","SNIP1",0.980616621481969
"C57BL","Others","pupil dilation","SNRNP200",0.833879829657859
"C57BL","Others","pupil dilation","SPACA9",0.959443008589041
"C57BL","Others","pupil dilation","SPAG4",0.970874568745533
"C57BL","Others","pupil dilation","SRSF4",0.333461337923085
"C57BL","Others","pupil dilation","ST8SIA6",0.484639551111807
"C57BL","Others","pupil dilation","STOML2",0.75577551913318
"C57BL","Others","pupil dilation","SUMO1",0.430347021004705
"C57BL","Others","pupil dilation","TCHHL1",0.596365609005957
"C57BL","Others","pupil dilation","TESK2",0.999873784902163
"C57BL","Others","pupil dilation","TIPARP",0.80509749732276
"C57BL","Others","pupil dilation","TMCC2",0.750592592535832
"C57BL","Others","pupil dilation","TMEM163",0.288149041084923
"C57BL","Others","pupil dilation","TMEM185B",0.40494993233543
"C57BL","Others","pupil dilation","TMEM198",0.936950689438664
"C57BL","Others","pupil dilation","TMEM237",0.154412697103285
"C57BL","Others","pupil dilation","TMEM35B",0.1324092
"C57BL","Others","pupil dilation","TNIK",0.619065979196343
"C57BL","Others","pupil dilation","TOPORS",0.721563853302675
"C57BL","Others","pupil dilation","TRIM14",0.929472334165584
"C57BL","Others","pupil dilation","TTI1",0.916012661392047
"C57BL","Others","pupil dilation","TTLL11",0.649364194521797
